id,camp_id,student_id,payment_status,points_earned
1,1,1,full,0
2,1,2,deposit,0
3,1,3,full,0
4,1,4,full,0
5,1,5,full,0
6,1,6,deposit,0
7,1,7,full,0
8,1,8,full,0
9,3,9,deposit,0
10,3,10,deposit,0
11,3,11,full,0
12,3,12,full,0
13,3,13,deposit,0
14,3,14,full,0
15,3,15,full,0
16,3,16,deposit,0
17,5,17,deposit,0
18,5,18,full,0
19,5,19,deposit,0
20,5,20,deposit,0
21,5,21,full,0
22,5,22,full,0
23,5,23,deposit,0
24,7,24,full,0
25,7,25,deposit,0
26,7,26,full,0
27,7,27,deposit,0
28,7,28,deposit,0
29,7,29,deposit,0
30,7,30,deposit,0
31,9,31,full,0
32,9,32,full,0
33,9,33,deposit,0
34,9,34,deposit,0
35,9,35,deposit,0
36,9,36,full,0
37,9,37,deposit,0
38,9,38,full,0
39,12,39,full,0
40,12,40,deposit,0
41,12,41,deposit,0
42,12,42,full,0
43,12,43,full,0
44,12,44,deposit,0
45,12,45,deposit,0
46,14,46,deposit,0
47,14,47,full,0
48,14,48,full,0
49,14,49,full,0
50,14,50,deposit,0
51,14,51,deposit,0
52,14,52,deposit,0
53,14,53,full,0
54,17,54,deposit,0
55,17,55,deposit,0
56,17,56,full,0
57,17,57,deposit,0
58,17,58,deposit,0
59,17,59,full,0
60,17,60,deposit,0
61,17,61,deposit,0
62,19,62,deposit,0
63,19,63,full,0
64,19,64,full,0
65,19,65,full,0
66,19,66,deposit,0
67,19,67,full,0
68,19,68,full,0
69,19,69,deposit,0
70,22,70,deposit,0
71,22,71,full,0
72,22,72,deposit,0
73,22,73,deposit,0
74,22,74,deposit,0
75,22,75,deposit,0
76,22,76,full,0
77,24,77,full,0
78,24,78,deposit,0
79,24,79,deposit,0
80,24,80,deposit,0
81,24,81,full,0
82,24,82,deposit,0
83,24,83,deposit,0
84,26,84,deposit,0
85,26,85,deposit,0
86,26,86,deposit,0
87,26,87,deposit,0
88,26,88,full,0
89,26,89,deposit,0
90,26,90,full,0
91,28,91,full,0
92,28,92,full,0
93,28,93,full,0
94,28,94,full,0
95,28,95,full,0
96,28,96,deposit,0
97,28,97,deposit,0
98,28,98,deposit,0
99,30,99,deposit,0
100,30,100,deposit,0
101,30,101,full,0
102,30,102,full,0
103,30,103,deposit,0
104,30,104,deposit,0
105,30,105,full,0
106,30,106,deposit,0
107,32,107,deposit,0
108,32,108,deposit,0
109,32,109,deposit,0
110,32,110,full,0
111,32,111,full,0
112,32,112,full,0
113,32,113,deposit,0
114,32,114,full,0
115,34,115,deposit,0
116,34,116,deposit,0
117,34,117,deposit,0
118,34,118,full,0
119,34,119,full,0
120,34,120,full,0
121,34,121,full,0
122,6,122,deposit,0
123,6,123,deposit,0
124,6,124,full,0
125,6,125,deposit,0
126,6,126,deposit,0
127,6,127,full,0
128,6,128,deposit,0
129,8,129,full,0
130,8,130,full,0
131,8,131,full,0
132,8,132,full,0
133,8,133,deposit,0
134,8,134,full,0
135,8,135,deposit,0
136,8,136,deposit,0
137,10,137,deposit,0
138,10,138,full,0
139,10,139,full,0
140,10,140,deposit,0
141,10,141,deposit,0
142,10,142,full,0
143,10,143,full,0
144,10,144,full,0
145,23,145,full,0
146,23,146,deposit,0
147,23,147,deposit,0
148,23,148,deposit,0
149,23,149,full,0
150,23,150,full,0
151,23,151,full,0
152,23,152,deposit,0
153,29,153,deposit,0
154,29,154,deposit,0
155,29,155,full,0
156,29,156,full,0
157,29,157,deposit,0
158,29,158,deposit,0
159,29,159,deposit,0
160,29,160,full,0
161,4,161,full,0
162,4,162,full,0
163,4,163,full,0
164,4,164,full,0
165,4,165,full,0
166,4,166,full,0
167,4,167,deposit,0
168,4,168,full,0
169,13,169,deposit,0
170,13,170,deposit,0
171,13,171,deposit,0
172,13,172,full,0
173,13,173,full,0
174,13,174,full,0
175,13,175,full,0
176,16,176,deposit,0
177,16,177,full,0
178,16,178,deposit,0
179,16,179,full,0
180,16,180,full,0
181,18,181,full,0
182,18,182,full,0
183,18,183,deposit,0
184,18,184,deposit,0
185,18,185,deposit,0
186,18,186,full,0
187,18,187,full,0
188,18,188,deposit,0
189,20,189,deposit,0
190,20,190,full,0
191,20,191,full,0
192,20,192,deposit,0
193,20,193,full,0
194,25,194,full,0
195,25,195,full,0
196,25,196,full,0
197,25,197,deposit,0
198,25,198,full,0
199,25,199,full,0
200,27,200,full,0
201,27,201,full,0
202,27,202,full,0
203,27,203,deposit,0
204,27,204,full,0
205,27,205,full,0
206,27,206,deposit,0
207,27,207,deposit,0
208,31,208,deposit,0
209,31,209,deposit,0
210,31,210,deposit,0
211,31,211,deposit,0
212,31,212,deposit,0
213,35,213,deposit,0
214,35,214,deposit,0
215,35,215,full,0
216,35,216,deposit,0
217,35,217,full,0
218,35,218,deposit,0
